sen	label	f_w	f_p	f_weight	p_weight
hahaha . wenger be a fucking genius . giroud be d only striker leave in arsenal . lmao . !	0	0	0	[0.11651349067687988, 0.11195401102304459, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995]	[0.022851618006825447, 0.1546754390001297, 0.02128131315112114, 0.020965218544006348, 0.02538609318435192, 0.020972924306988716, 0.1546759158372879, 0.020933225750923157, 0.020933112129569054, 0.020934293046593666, 0.020933177322149277, 0.051813822239637375, 0.14436624944210052, 0.03609940782189369, 0.043863072991371155, 0.043863072991371155, 0.043863072991371155, 0.043863072991371155, 0.043863072991371155, 0.043863072991371155]
oh dang , i be soo happy you be soo in love now . ya know , consider that a week ago you be not together .	0	0	0	[0.028622513636946678, 0.07772096991539001, 0.048453427851200104, 0.07780053466558456, 0.028622513636946678, 0.07761912792921066, 0.028622513636946678, 0.07780402153730392, 0.04988997429609299, 0.0777188390493393, 0.07780405133962631, 0.07121912389993668, 0.07774458080530167, 0.028622513636946678, 0.028622513636946678, 0.028622513636946678, 0.028622513636946678, 0.028622513636946678, 0.028622513636946678, 0.028622513636946678]	[0.016477037221193314, 0.12174937129020691, 0.01649877056479454, 0.01647862233221531, 0.052093978971242905, 0.02050706185400486, 0.017278434708714485, 0.11941433697938919, 0.016484573483467102, 0.10982076078653336, 0.12174953520298004, 0.02605309709906578, 0.016490213572978973, 0.12174953520298004, 0.0345257930457592, 0.0345257930457592, 0.0345257930457592, 0.0345257930457592, 0.0345257930457592, 0.0345257930457592]
it ' s rain ? ! at marist ? ! what a surprise !	0	0	0	[0.08970806747674942, 0.03300175815820694, 0.03300175815820694, 0.03300175815820694, 0.03300175815820694, 0.03300175815820694, 0.03300175815820694, 0.08964062482118607, 0.03300175815820694, 0.08964062482118607, 0.08964062482118607, 0.08970461785793304, 0.08964062482118607, 0.03300175815820694, 0.03300175815820694, 0.03300175815820694, 0.03300175815820694, 0.03300175815820694, 0.03300175815820694, 0.03300175815820694]	[0.015245601534843445, 0.09621679037809372, 0.015215602703392506, 0.016245601698756218, 0.015124115161597729, 0.014921884983778, 0.11020444333553314, 0.03670128434896469, 0.03693356364965439, 0.10870064795017242, 0.10919983685016632, 0.10387489199638367, 0.10808657109737396, 0.0257321298122406, 0.03126617148518562, 0.03126617148518562, 0.03126617148518562, 0.03126617148518562, 0.03126617148518562, 0.03126617148518562]
user pengguna baru twett , mhon bantuanx ya . . laugh 	0	0	0	[0.026046734303236008, 0.0627560243010521, 0.06949973106384277, 0.06893978267908096, 0.039440322667360306, 0.06795155256986618, 0.06948941946029663, 0.0695004016160965, 0.06950069963932037, 0.0695004016160965, 0.06950054317712784, 0.06939832121133804, 0.06950069963932037, 0.025567878037691116, 0.025567878037691116, 0.025567878037691116, 0.025567878037691116, 0.025567878037691116, 0.025567878037691116, 0.025567878037691116]	[0.06830497086048126, 0.032454755157232285, 0.10888172686100006, 0.016254650428891182, 0.0483970083296299, 0.042924683541059494, 0.016306694597005844, 0.11515899747610092, 0.017038291320204735, 0.11515899747610092, 0.015795834362506866, 0.11036813259124756, 0.01559101976454258, 0.0814230740070343, 0.032656848430633545, 0.032656848430633545, 0.032656848430633545, 0.032656848430633545, 0.032656848430633545, 0.032656848430633545]
user i do not know where to find any asian in champaign .	0	0	0	[0.11651349067687988, 0.11195401102304459, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995, 0.042862918227910995]	[0.022851618006825447, 0.1546754390001297, 0.02128131315112114, 0.020965218544006348, 0.02538609318435192, 0.020972924306988716, 0.1546759158372879, 0.020933225750923157, 0.020933112129569054, 0.020934293046593666, 0.020933177322149277, 0.051813822239637375, 0.14436624944210052, 0.03609940782189369, 0.043863072991371155, 0.043863072991371155, 0.043863072991371155, 0.043863072991371155, 0.043863072991371155, 0.043863072991371155]
user make the semi pro team bruh run a 4.54	0	0	0	[0.10707945376634598, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522, 0.10707807540893555, 0.03939232975244522, 0.03939232975244522, 0.10707945376634598, 0.04848566651344299, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522, 0.03939232975244522]	[0.10626329481601715, 0.10626038163900375, 0.014658968895673752, 0.10581052303314209, 0.014670281670987606, 0.10411123931407928, 0.019845305010676384, 0.014626947231590748, 0.10626384615898132, 0.060972414910793304, 0.029624011367559433, 0.014424019493162632, 0.10626384615898132, 0.015398592688143253, 0.030134355649352074, 0.030134355649352074, 0.030134355649352074, 0.030134355649352074, 0.030134355649352074, 0.030134355649352074]
hey , hi . i be here to look pretty and insult your intelligence . [ insert something insult to your intelligence and hairflip here ]	0	0	0	[0.03497600182890892, 0.09507463127374649, 0.03497600182890892, 0.09507463127374649, 0.03497600182890892, 0.03497600182890892, 0.09507442265748978, 0.09506141394376755, 0.03497600182890892, 0.03497600182890892, 0.03497600182890892, 0.03497600182890892, 0.09507463127374649, 0.03497600182890892, 0.03497600182890892, 0.03497600182890892, 0.03497600182890892, 0.03497600182890892, 0.03497600182890892, 0.03497600182890892]	[0.02228487655520439, 0.02227846346795559, 0.0223391093313694, 0.040776144713163376, 0.02228175662457943, 0.05039016902446747, 0.02242962457239628, 0.024196922779083252, 0.16461612284183502, 0.022278552874922752, 0.08428530395030975, 0.03327938914299011, 0.16461673378944397, 0.0238544549793005, 0.046682097017765045, 0.046682097017765045, 0.046682097017765045, 0.046682097017765045, 0.046682097017765045, 0.046682097017765045]
and now the time be more than 4pm . so i should get ready . bubbye .	0	0	0	[0.08776451647281647, 0.03631917014718056, 0.05121641233563423, 0.03631917014718056, 0.0987253338098526, 0.057697150856256485, 0.03631917014718056, 0.036488838493824005, 0.09723269939422607, 0.03631917014718056, 0.03631917014718056, 0.09872572869062424, 0.03631917014718056, 0.03631917014718056, 0.03631917014718056, 0.03631917014718056, 0.03631917014718056, 0.03631917014718056, 0.03631917014718056, 0.03631917014718056]	[0.13658210635185242, 0.018486594781279564, 0.0801413506269455, 0.019318703562021255, 0.01849880814552307, 0.09670819342136383, 0.02022867277264595, 0.13658210635185242, 0.01849721185863018, 0.018499091267585754, 0.023653917014598846, 0.13658210635185242, 0.018510788679122925, 0.02531842142343521, 0.03873202204704285, 0.03873202204704285, 0.03873202204704285, 0.03873202204704285, 0.03873202204704285, 0.03873202204704285]
user pengguna baru twett , mhon bantuanx ya . . laugh 	0	1	1	[0.03503989428281784, 0.03503989428281784, 0.0952477902173996, 0.04341452941298485, 0.09524782001972198, 0.03503989428281784, 0.08634936064481735, 0.0949973613023758, 0.03503989428281784, 0.03503989428281784, 0.03503989428281784, 0.03503989428281784, 0.09418436139822006, 0.03503989428281784, 0.03503989428281784, 0.03503989428281784, 0.03503989428281784, 0.03503989428281784, 0.03503989428281784, 0.03503989428281784]	[0.12156964838504791, 0.016455719247460365, 0.01835789531469345, 0.12068150192499161, 0.016554297879338264, 0.016452988609671593, 0.12156964838504791, 0.016585059463977814, 0.12156964838504791, 0.01645277813076973, 0.01819605939090252, 0.016480810940265656, 0.12156964838504791, 0.050655800849199295, 0.03447478264570236, 0.03447478264570236, 0.03447478264570236, 0.03447478264570236, 0.03447478264570236, 0.03447478264570236]
user i be do at 4 ish def text me if you be free after that !	0	0	0	[0.10192946344614029, 0.03749994933605194, 0.10186411440372467, 0.03749994933605194, 0.03749994933605194, 0.03749994933605194, 0.03749994933605194, 0.09865610301494598, 0.03749994933605194, 0.03749994933605194, 0.07344561070203781, 0.03749994933605194, 0.06160549819469452, 0.03749994933605194, 0.03749994933605194, 0.03749994933605194, 0.03749994933605194, 0.03749994933605194, 0.03749994933605194, 0.03749994933605194]	[0.16957500576972961, 0.022952625527977943, 0.023142537102103233, 0.02295001409947872, 0.022954275831580162, 0.022950470447540283, 0.02636326663196087, 0.024028191342949867, 0.1690896451473236, 0.09629695117473602, 0.022952912375330925, 0.03043164499104023, 0.022952120751142502, 0.03483056277036667, 0.048088327050209045, 0.048088327050209045, 0.048088327050209045, 0.048088327050209045, 0.048088327050209045, 0.048088327050209045]
first day of senior year woohoo	0	0	0	[0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.11450964957475662, 0.054957710206508636, 0.042126547545194626, 0.11438130587339401, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626]	[0.02909746579825878, 0.0166220273822546, 0.03186849504709244, 0.026359951123595238, 0.01666169799864292, 0.11516332626342773, 0.01662180759012699, 0.1228150799870491, 0.12048565596342087, 0.016645561903715134, 0.12281884998083115, 0.016627240926027298, 0.12144044041633606, 0.01779760792851448, 0.03482912480831146, 0.03482912480831146, 0.03482912480831146, 0.03482912480831146, 0.03482912480831146, 0.03482912480831146]
stress and school hasnt even start should be a good year	1	0	0	[0.030368467792868614, 0.030368467792868614, 0.059876639395952225, 0.08254925161600113, 0.08254498988389969, 0.08253061026334763, 0.08237991482019424, 0.030368467792868614, 0.030368467792868614, 0.030368467792868614, 0.08059754967689514, 0.082550048828125, 0.08254921436309814, 0.030368467792868614, 0.030368467792868614, 0.030368467792868614, 0.030368467792868614, 0.030368467792868614, 0.030368467792868614, 0.030368467792868614]	[0.018275951966643333, 0.10567472130060196, 0.01633593998849392, 0.12066539376974106, 0.115596704185009, 0.01686796359717846, 0.016343282535672188, 0.09354497492313385, 0.016331670805811882, 0.03856803476810455, 0.02047867327928543, 0.07785575836896896, 0.12066539376974106, 0.01748550869524479, 0.034218356013298035, 0.034218356013298035, 0.034218356013298035, 0.034218356013298035, 0.034218356013298035, 0.034218356013298035]
just love get lie to !	1	0	0	[0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.11450964957475662, 0.054957710206508636, 0.042126547545194626, 0.11438130587339401, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626, 0.042126547545194626]	[0.02909746579825878, 0.0166220273822546, 0.03186849504709244, 0.026359951123595238, 0.01666169799864292, 0.11516332626342773, 0.01662180759012699, 0.1228150799870491, 0.12048565596342087, 0.016645561903715134, 0.12281884998083115, 0.016627240926027298, 0.12144044041633606, 0.01779760792851448, 0.03482912480831146, 0.03482912480831146, 0.03482912480831146, 0.03482912480831146, 0.03482912480831146, 0.03482912480831146]
long long amazing line at security ! wonderful start to the long weekend can ' twait hungry airportat 5 be	0	0	0	[0.03509705886244774, 0.03509705886244774, 0.03509705886244774, 0.09132443368434906, 0.03964279964566231, 0.09521191567182541, 0.09500963985919952, 0.03509705886244774, 0.03509705886244774, 0.087694451212883, 0.03964279964566231, 0.09521191567182541, 0.03509705886244774, 0.03509705886244774, 0.03509705886244774, 0.03509705886244774, 0.03509705886244774, 0.03509705886244774, 0.03509705886244774, 0.03509705886244774]	[0.016779951751232147, 0.12169120460748672, 0.11658898741006851, 0.10521501302719116, 0.016535939648747444, 0.12165535986423492, 0.0450846292078495, 0.016657430678606033, 0.01874658465385437, 0.023255810141563416, 0.01737043261528015, 0.1215921938419342, 0.01726188138127327, 0.03450925275683403, 0.03450925275683403, 0.03450925275683403, 0.03450925275683403, 0.03450925275683403, 0.03450925275683403, 0.03450925275683403]
every dark light be follow by a light morning . good morning and do not forget to be awesome !	0	0	0	[0.07850329577922821, 0.07850133627653122, 0.07570955157279968, 0.028879845514893532, 0.0581599622964859, 0.028879845514893532, 0.07850293815135956, 0.07747860252857208, 0.07846453785896301, 0.028879845514893532, 0.07849766314029694, 0.0785035565495491, 0.028879845514893532, 0.028879845514893532, 0.028879845514893532, 0.028879845514893532, 0.028879845514893532, 0.028879845514893532, 0.028879845514893532, 0.028879845514893532]	[0.11088190972805023, 0.06217456981539726, 0.020028019323945045, 0.10195624083280563, 0.01685957796871662, 0.12416598200798035, 0.09837663173675537, 0.01683681830763817, 0.02026110328733921, 0.016979433596134186, 0.12416598200798035, 0.01811501756310463, 0.0227215476334095, 0.03521105274558067, 0.03521105274558067, 0.03521105274558067, 0.03521105274558067, 0.03521105274558067, 0.03521105274558067, 0.03521105274558067]
user make the semi pro team bruh run a 4.54	0	0	0	[0.0803229808807373, 0.0803229808807373, 0.08031799644231796, 0.032739102840423584, 0.02954917587339878, 0.0799766555428505, 0.08031205832958221, 0.0803229808807373, 0.08032099157571793, 0.02954917587339878, 0.02954917587339878, 0.0803229808807373, 0.02954917587339878, 0.02954917587339878, 0.02954917587339878, 0.02954917587339878, 0.02954917587339878, 0.02954917587339878, 0.02954917587339878, 0.02954917587339878]	[0.1265711486339569, 0.1265711486339569, 0.06237437576055527, 0.017699280753731728, 0.01722199097275734, 0.12653988599777222, 0.01732034794986248, 0.05048588663339615, 0.1265711486339569, 0.01712985336780548, 0.01713024079799652, 0.017135540023446083, 0.025997525081038475, 0.03589311242103577, 0.03589311242103577, 0.03589311242103577, 0.03589311242103577, 0.03589311242103577, 0.03589311242103577, 0.03589311242103577]
what beautiful passport photo i just take vom	1	1	1	[0.08334696292877197, 0.03610830381512642, 0.03076493926346302, 0.0836244747042656, 0.07465870678424835, 0.049501292407512665, 0.08362764120101929, 0.08346664905548096, 0.03076493926346302, 0.03076493926346302, 0.08362766355276108, 0.08362407237291336, 0.03076493926346302, 0.03076493926346302, 0.03076493926346302, 0.03076493926346302, 0.03076493926346302, 0.03076493926346302, 0.03076493926346302, 0.03076493926346302]	[0.07876894623041153, 0.010737250559031963, 0.07876894623041153, 0.07876894623041153, 0.07876894623041153, 0.027752751484513283, 0.07876894623041153, 0.017458952963352203, 0.07876894623041153, 0.07876894623041153, 0.07876894623041153, 0.07876894623041153, 0.07876894623041153, 0.02233733795583248, 0.02233733795583248, 0.02233733795583248, 0.02233733795583248, 0.02233733795583248, 0.02233733795583248, 0.02233733795583248]
and the dream would go on and on while we sway against all thing thrown our way . np	0	0	0	[0.10720451176166534, 0.039438337087631226, 0.039438337087631226, 0.10619483143091202, 0.039438337087631226, 0.039438337087631226, 0.039438337087631226, 0.039438337087631226, 0.039438337087631226, 0.04838261753320694, 0.039438337087631226, 0.10720448195934296, 0.039438337087631226, 0.039438337087631226, 0.039438337087631226, 0.039438337087631226, 0.039438337087631226, 0.039438337087631226, 0.039438337087631226, 0.039438337087631226]	[0.09313246607780457, 0.09313246607780457, 0.012610914185643196, 0.09313246607780457, 0.018930787220597267, 0.09313246607780457, 0.01319163292646408, 0.09313246607780457, 0.09313246607780457, 0.09313246607780457, 0.012608364224433899, 0.012724606320261955, 0.09313246607780457, 0.026410551741719246, 0.026410551741719246, 0.026410551741719246, 0.026410551741719246, 0.026410551741719246, 0.026410551741719246, 0.026410551741719246]
feel like crap , tomorrow should be great . throat hurt allergy	0	0	0	[0.03453033044934273, 0.09074088931083679, 0.054397933185100555, 0.03453033044934273, 0.03453033044934273, 0.09074088931083679, 0.0938621312379837, 0.03453033044934273, 0.09386316686868668, 0.03453033044934273, 0.03453033044934273, 0.092970110476017, 0.03453033044934273, 0.03453033044934273, 0.03453033044934273, 0.03453033044934273, 0.03453033044934273, 0.03453033044934273, 0.03453033044934273, 0.03453033044934273]	[0.025521662086248398, 0.03515017405152321, 0.06895031034946442, 0.0256618894636631, 0.025523409247398376, 0.025553306564688683, 0.03420453891158104, 0.026340054348111153, 0.18857982754707336, 0.027661297470331192, 0.07885709404945374, 0.038004983216524124, 0.02564864791929722, 0.05347756668925285, 0.05347756668925285, 0.05347756668925285, 0.05347756668925285, 0.05347756668925285, 0.05347756668925285, 0.05347756668925285]
maryland absolutely , positively do the right thing not honor james franklin ' s `` head coach in wait `` status .	0	0	0	[0.09319119155406952, 0.034283123910427094, 0.034283123910427094, 0.034283123910427094, 0.034283123910427094, 0.034283123910427094, 0.09179698675870895, 0.059203289449214935, 0.0931902676820755, 0.034283123910427094, 0.08946308493614197, 0.09319119155406952, 0.034283123910427094, 0.034283123910427094, 0.034283123910427094, 0.034283123910427094, 0.034283123910427094, 0.034283123910427094, 0.034283123910427094, 0.034283123910427094]	[0.09961555153131485, 0.09961555153131485, 0.08831317722797394, 0.018996048718690872, 0.0280483216047287, 0.09961555153131485, 0.018131807446479797, 0.09961555153131485, 0.09961555153131485, 0.030342182144522667, 0.09237933158874512, 0.013563070446252823, 0.014404925517737865, 0.02824902907013893, 0.02824902907013893, 0.02824902907013893, 0.02824902907013893, 0.02824902907013893, 0.02824902907013893, 0.02824902907013893]
love you more than this kode asikasik * poke user tong hahah	0	0	0	[0.04143185168504715, 0.02893167920410633, 0.0786440297961235, 0.02893167920410633, 0.02893167920410633, 0.07822764664888382, 0.07863041758537292, 0.07864149659872055, 0.07310602813959122, 0.02893167920410633, 0.04608279466629028, 0.07863041758537292, 0.07864399999380112, 0.02893167920410633, 0.07864439487457275, 0.02893167920410633, 0.02893167920410633, 0.02893167920410633, 0.02893167920410633, 0.02893167920410633]	[0.0843316987156868, 0.012926492840051651, 0.09547534584999084, 0.09549806267023087, 0.021831681951880455, 0.017177263274788857, 0.024889634922146797, 0.09549813717603683, 0.013110185973346233, 0.09325063228607178, 0.0864754468202591, 0.07813316583633423, 0.05082295089960098, 0.012925704009830952, 0.09548943489789963, 0.013838548213243484, 0.027081424370408058, 0.027081424370408058, 0.027081424370408058, 0.027081424370408058]
i just love eight o ' clock class : unamused_face :	1	0	0	[0.03976280987262726, 0.03976280987262726, 0.03976280987262726, 0.03976280987262726, 0.03976280987262726, 0.1080847978591919, 0.03976280987262726, 0.1080574244260788, 0.03976280987262726, 0.03976280987262726, 0.03976280987262726, 0.03976280987262726, 0.07382647693157196, 0.03976280987262726, 0.07382647693157196, 0.03976280987262726, 0.03976280987262726, 0.03976280987262726, 0.03976280987262726, 0.03976280987262726]	[0.018299508839845657, 0.01580977253615856, 0.11680074781179428, 0.015831641852855682, 0.0165781918913126, 0.11603710800409317, 0.06542276591062546, 0.015906842425465584, 0.11680074781179428, 0.04297087714076042, 0.11680074781179428, 0.01783738285303116, 0.017012370750308037, 0.039126280695199966, 0.10901559144258499, 0.027259821072220802, 0.03312241658568382, 0.03312241658568382, 0.03312241658568382, 0.03312241658568382]
user i love work there be this and when do you go	0	0	0	[0.041160598397254944, 0.041160598397254944, 0.041160598397254944, 0.041160598397254944, 0.041160598397254944, 0.07649753987789154, 0.041160598397254944, 0.041160598397254944, 0.041160598397254944, 0.041160598397254944, 0.041160598397254944, 0.041160598397254944, 0.11188610643148422, 0.041160598397254944, 0.11188610643148422, 0.041160598397254944, 0.041160598397254944, 0.041160598397254944, 0.041160598397254944, 0.041160598397254944]	[0.024133926257491112, 0.017269914969801903, 0.01727006584405899, 0.017362486571073532, 0.01727036014199257, 0.12760835886001587, 0.017283154651522636, 0.12760835886001587, 0.01792188547551632, 0.017270034179091454, 0.020513812080025673, 0.020701678469777107, 0.12760835886001587, 0.12760835886001587, 0.12760835886001587, 0.030211983248591423, 0.036187246441841125, 0.036187246441841125, 0.036187246441841125, 0.036187246441841125]
i be incredibly annoyed that i be gon na have to sit through lunch during 4 th and 5 th this year . i will probably just stay in class and be a nerd	0	1	1	[0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.10546334087848663, 0.03880005329847336, 0.1054583191871643, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.10546933114528656, 0.06280826032161713, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336]	[0.017237702384591103, 0.013210306875407696, 0.01359840389341116, 0.013267945498228073, 0.09759312123060226, 0.09759312123060226, 0.013211999088525772, 0.09759312123060226, 0.013289457187056541, 0.09759281575679779, 0.09759312123060226, 0.09759312123060226, 0.013208010233938694, 0.09759312123060226, 0.09498041123151779, 0.014142126776278019, 0.027675507590174675, 0.027675507590174675, 0.027675507590174675, 0.027675507590174675]
need to play football .	0	0	0	[0.077371746301651, 0.07683088630437851, 0.028463788330554962, 0.07737242430448532, 0.028463788330554962, 0.05028105527162552, 0.05742907151579857, 0.04234229028224945, 0.03089151345193386, 0.028463788330554962, 0.05028105527162552, 0.077371746301651, 0.07737259566783905, 0.07737259566783905, 0.07737259566783905, 0.028463788330554962, 0.028463788330554962, 0.028463788330554962, 0.028463788330554962, 0.028463788330554962]	[0.05265234410762787, 0.07145553082227707, 0.06837517023086548, 0.0135513786226511, 0.013698484748601913, 0.013524378649890423, 0.01352132298052311, 0.01351479347795248, 0.09985148906707764, 0.013513573445379734, 0.013819977641105652, 0.09985153377056122, 0.09985153377056122, 0.09985153377056122, 0.09985153377056122, 0.09985153377056122, 0.028315948322415352, 0.028315948322415352, 0.028315948322415352, 0.028315948322415352]
company next door use explosives to get their material sound like a war , i spill tea all over my notebook { thanks }	0	0	0	[0.07310602813959122, 0.07310628145933151, 0.07310805469751358, 0.0268949493765831, 0.0268949493765831, 0.07310258597135544, 0.0731012150645256, 0.07310206443071365, 0.07310634106397629, 0.0268949493765831, 0.0268949493765831, 0.0731072947382927, 0.0731024369597435, 0.0268949493765831, 0.07310805469751358, 0.0268949493765831, 0.0268949493765831, 0.0268949493765831, 0.0268949493765831, 0.0268949493765831]	[0.11594392359256744, 0.11594392359256744, 0.0237579345703125, 0.01847977563738823, 0.01589987613260746, 0.024358829483389854, 0.021247122436761856, 0.015691306442022324, 0.10615774989128113, 0.01584407314658165, 0.015691304579377174, 0.015771733596920967, 0.11594392359256744, 0.11593489348888397, 0.01587187871336937, 0.11594392359256744, 0.03287943825125694, 0.03287943825125694, 0.03287943825125694, 0.03287943825125694]
yay , i be so happy it ' s tuesday : unamused_face :	0	0	0	[0.077371746301651, 0.07683088630437851, 0.028463788330554962, 0.07737242430448532, 0.028463788330554962, 0.05028105527162552, 0.05742907151579857, 0.04234229028224945, 0.03089151345193386, 0.028463788330554962, 0.05028105527162552, 0.077371746301651, 0.07737259566783905, 0.07737259566783905, 0.07737259566783905, 0.028463788330554962, 0.028463788330554962, 0.028463788330554962, 0.028463788330554962, 0.028463788330554962]	[0.05265234410762787, 0.07145553082227707, 0.06837517023086548, 0.0135513786226511, 0.013698484748601913, 0.013524378649890423, 0.01352132298052311, 0.01351479347795248, 0.09985148906707764, 0.013513573445379734, 0.013819977641105652, 0.09985153377056122, 0.09985153377056122, 0.09985153377056122, 0.09985153377056122, 0.09985153377056122, 0.028315948322415352, 0.028315948322415352, 0.028315948322415352, 0.028315948322415352]
the school board ' s wise budget cut have to be the one that include new macbook ' s for faculty member .	1	1	1	[0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.10546334087848663, 0.03880005329847336, 0.1054583191871643, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.10546933114528656, 0.06280826032161713, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336, 0.03880005329847336]	[0.017237702384591103, 0.013210306875407696, 0.01359840389341116, 0.013267945498228073, 0.09759312123060226, 0.09759312123060226, 0.013211999088525772, 0.09759312123060226, 0.013289457187056541, 0.09759281575679779, 0.09759312123060226, 0.09759312123060226, 0.013208010233938694, 0.09759312123060226, 0.09498041123151779, 0.014142126776278019, 0.027675507590174675, 0.027675507590174675, 0.027675507590174675, 0.027675507590174675]
just sprain my foot . happy day .	1	1	1	[0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.12511375546455383, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606, 0.046046651899814606]	[0.02103380113840103, 0.15184013545513153, 0.023455556482076645, 0.020552270114421844, 0.09640032052993774, 0.1518361121416092, 0.022401798516511917, 0.135420024394989, 0.020549418404698372, 0.020549343898892403, 0.020564362406730652, 0.020785341039299965, 0.020731700584292412, 0.020557556301355362, 0.03802793473005295, 0.04305890202522278, 0.04305890202522278, 0.04305890202522278, 0.04305890202522278, 0.04305890202522278]
user nope , i can not stand to lick envelope either . yuck !	0	1	1	[0.09508666396141052, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.09507458657026291, 0.09508666396141052, 0.03498043119907379, 0.03498043119907379, 0.09497474133968353, 0.03498043119907379, 0.0950707197189331, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379, 0.03498043119907379]	[0.012128300033509731, 0.08883178234100342, 0.01670779474079609, 0.08907990157604218, 0.012162923812866211, 0.08907990157604218, 0.08907990157604218, 0.08907990157604218, 0.08835647255182266, 0.012065618298947811, 0.08907990157604218, 0.0120814498513937, 0.01206042431294918, 0.08481915295124054, 0.08907990157604218, 0.025261323899030685, 0.025261323899030685, 0.025261323899030685, 0.025261323899030685, 0.025261323899030685]
its my birthday bitch . who ' s gon na start suck my dick and who ' s gon na start suck my ball ?	0	0	0	[0.03280332684516907, 0.08916445076465607, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.08916869014501572, 0.08916540443897247, 0.08916869014501572, 0.034508246928453445, 0.08916869014501572, 0.03280332684516907, 0.0891418531537056, 0.03687380254268646, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907, 0.03280332684516907]	[0.024262621998786926, 0.1727820485830307, 0.023457281291484833, 0.02837793529033661, 0.023582998663187027, 0.026586607098579407, 0.03280764818191528, 0.02350020408630371, 0.1713465452194214, 0.023828988894820213, 0.02351335808634758, 0.035612963140010834, 0.0720849484205246, 0.04765823483467102, 0.02483685500919819, 0.04915217310190201, 0.04915217310190201, 0.04915217310190201, 0.04915217310190201, 0.04915217310190201]
that shit she just tell me make me mad for some reason . i shouldnt have ask	0	0	0	[0.11598465591669083, 0.11598465591669083, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442, 0.04266837239265442]	[0.09987139701843262, 0.09987139701843262, 0.09987139701843262, 0.02484973520040512, 0.09987139701843262, 0.052559468895196915, 0.09987139701843262, 0.01355002261698246, 0.09987139701843262, 0.01484905555844307, 0.013729182071983814, 0.09207697212696075, 0.013516124337911606, 0.013519644737243652, 0.020513435825705528, 0.028321582823991776, 0.028321582823991776, 0.028321582823991776, 0.028321582823991776, 0.028321582823991776]
