response text	Label
well , at least you are more consistent about equality than a lot of people in your movement .	1
let us all listen to one religious book and base our laws off of that , regardless of any other beliefs that may exist , especially when regarding something that has little to no effect on anyone but those directly involved . that makes sense . lets all listen to one scientific theory and base our laws to teach that the earth is round . that does not make sense	1
so sorry , anastasia . <repeated> that ' s a horrible thing to face . and now , using that excuse ? what ! if justice was swift for the guilty then he would not have escaped only to do it again . some criminals never change , and via your testimony , only live to do it again . there are some who need to be put to death . your situation made me shudder , anastasia . but , i am glad you did not let it ( revenge ) effect you to the point of taking his life yourself . if it would have been my father , those many years ago , i cannot say that i would have waited , nor would have accepted that lame excuse of retardation . i could very well be in prison myself .	0
appears i hit a nerve ? i do not know why you put in the ' personal baggage ' line . <repeated> but ok . as for you not using the word ' hatred ' . <repeated> i admit you did not , i did . if you say you do not then i will take your word for it but your posts on these forums seem to make me think otherwise .	0
so what are you proposing ? death panels ? do you think we should euthanase the elderly or should we simply stop their social security payments and healthcare ?	1
i guess i ' d have to reluctantly admit that it did not take long for some . <repeated> but i am an eternal optimist and think civility will prevail . besides , i try not to judge everybody by the acts of a few .	0
why do so many lifers just skip right past the pregnancy as if it has no impact ? i am not talking about parenting . i do not advocate forcing anyone to parent . ever . that is why i support safe haven laws , signing away of parental rights , etc . i am talking about pregnancy . only a woman can be pregnant and should have the ultimate say in whether or not she is . it is her body , not your ' s , not the state ' s , not the church ' s , and not the fetus ' . when it comes to pregnancy - you wish only to legislate the bodies / reproductive organs of women . i bet you would not advocate chemical castration for any male who is not yet ready to be a parent .	0
so your claim that no pre - existing belief is necessary is untested by you . do you have an example of an actual non - believer having a religious experience that made a believer of them ? in my experience god never appears to atheists . funny that .	1
that speaks a lot about you and shows other posters they should not take what you say at face value . yes it does . if i go before congress and say ' being gay is a choice without a doubt made at age 11 ' and had no evidence than i should be laughed at . same thing as this woman . she makes a claim with no evidence and reason to lie . this makes you not credible . than a legislative body ? while probably true , this is sad because newspapers have none .	0
well , i suppose creationists would object to careful definition of terms and the assiduous distinguishing of fact from non - fact , would not they ? it runs counter to all they hold dear .	1
can you say " <allcaps> over generalization </allcaps> " ? can you say " <allcaps> unjust stereotyping </allcaps> " ? can you say " <allcaps> lies </allcaps> " ? can you say " <allcaps> misinformation </allcaps> " ? can you say " <allcaps> muddying the waters </allcaps> ? can you say " <allcaps> jaman <elongated> </allcaps> " ?	1
as an aside i do admire your way with words , bravo !	0
no but it will be funny to see what sex tapes this tramp did too . <repeated>	1
backpedaling ? how ' s that ? my original answer is that it ' s wrong to force children to have sex with old men . that is my answer still . where has it changed ? in fact , each post i have made is an affirmation of the one before it . how is that backpedaling ? there are absolute goods and evils . that is , there are certain things that are good or bad . how is that saying something different ? certain things are bad . period . just like certain things are wrong , no matter how many people think that they are not wrong . period . is that clear enough for you ? i hope so because that ' s what i have been saying all along and you ' d have to be high to think i have changed my position .	0
what ' s your opinion of religious people who believe evolution is merely a part of creation ? there are non - literal creationists out there in large numbers .	0
so . <repeated> whats he been doing for the past two thousand years ? i am sure this rapture probably requires a lot of paperwork . <repeated> i mean , if you are going to torture and murder millions of people i guess you better have all your t ' s crossed and i ' s dotted huh ?	1
we all agree that abortion is " killing " . killing something that has yet to become self aware is different <allcaps> imo </allcaps> . funny you request an open " mind " . my point is that it ain ' t a human being if it ain ' t got no mind . that ' s why they unplug you when you are brain dead .	1
yes , but i think you missed my point . i stated this above , remember the prohabition ? people actually drank <allcaps> more </allcaps> alchohal . without a ban , law abiding citizens and criminals will have them , with a ban , there will be just criminals .	0
and the brady background check has not been repealed either so by your " logic " it must be effective .	1
do you actually believe that ? do you have any evidence ? complaining is practically the national passtime here .	1
falling , the fact that the homeschoolers you mentioned do not choose to socialize with you , does not mean they are not far more capable of functioning in the " <allcaps> real world </allcaps> " than you might think . i would not choose to socialize with you in the " <allcaps> real world </allcaps> " , and you most likely would not choose to socialize with me , but that does not make me your social inferior !	0
was she on her knees , taking lessons from you . <repeated> or was she skilled already ?	1
there ' s nothing to help , because what you said has no resemblance to reality . if someone is a junkie , they might also smoke pot , or if someone is a crackhead , they might also smoke pot , but the large majority of pot smokers <allcaps> do not </allcaps> do heroin or smoke crack .	0
that ' s pretty funny , the last two posts that is . that ' s actually interesting that the term started that way . i am surprised that no one had coined a term before that though .	0
well , not completely , but yes , quite the same . however , this is irrelivent - she wasn ' t a person , because she was in a coma . does that give me the right to kill her ? of course not ! what about fetuses born in comas ? can we kill them ? what about people in vegetative states ? after all , they arn ' t perfect , so let us kill them !	0
i guess since he said so it must be true . <repeated> poor daewoo , just remember only whiners point out logic fallacies like ad hominem and argument by dismissal .	1
it has a chance . any scientist has the opportunity to study id . we are discussing the science classroom . we already teach it as a hypothesis in most schools . but it simply should not be taught as a valid alternative to evolution . that ' s what this debate is over .	0
so then how do you know that abortion is not in the plan then ? if as you say we have " <allcaps> very limited perspective </allcaps> "	1
just like no one is really " for " abortions , but they think that it ' s the woman ' s right to decide . maybe that ' s like when congress gave the president the right to decide to go to war , even when they were supposed to declare war .	0
i have got a better compromise . we will keep our magazines in whatever size we please , and we will ban you , j miro , simone , and a random forum troll to be named later . that sounds fair and even in terms of trade to me .	1
but the belief that ' its gotten us far ' is itself a ' scientific ' type belief , in fact it has less proof on the empirical assumptions than the science itself . justifying the validity of experience by experience is the intellectual equivalent of saying ' god must exist , because god is good and would not allow a world without god ' .	0
it ' s truly amazing that even someone like kh can disprove evolution so quickly .	0
ah yes , your diversionary tactics . i am sure if i provided it , you would move the goal posts , or demand evidence that you know is not yet available . <repeated> so , since this thread is about jesus , and if a ' historical ' jesus actually existed , where is your evidence besides religious articles , forgeries , and accounts taken from christians ? what ? <repeated> no where to be found ? <repeated> gasp .	1
you really do not get it . the best thing about a free market is when someone acts like a fool they get burned . thanks to government intervention and regulation when someone acts like a fool they get bailed out . if you like we can have the trains run like amtrak .	1
the blog is just the link for the article . <repeated> geez , get a grip .	0
was that so hard ? anti gay christians do want gays to oppose their , marriages , discriminate against them , oppose christians from being able to adopt , and practice thier religion . since anti gay christians are doing all these things to gay people then that is how they want gay people to treat christians .	1
ah ! so wellspoken for an addle - pated twiddle poop ! i congratulate you ! and a total lie ! who the hades wants 13 - year - old children to be sexually active ? no responsible , thinking person could wish such a thing . you malign planned parenthood . you have ceased to be a credible commentator on this issue .	1
if i am spamming a petition , then you are spamming paul krugman , darling . and i have put up plenty of rational arguments with citations . you , on the other hand , have yet to propose one reason why single payer is ridiculous . because we elect representatives to do what we say , not what the lobbyists bribe them to do . you still have not said anything besides ' stupid ' , ' ridiculous ' , and ' maoist ' or ' socialist ' , which is usually what people say about the few politicians who are not on the take . emoticonxgood	0
since evolution is a non - theistic theory ( it does not consider if there is a god or not ) , you will have to look at some like <url> would also look up kenneth miller on the web . <repeated> a highly christian biologist who defends evolution .	0
have you considered a career in advertising ? by the way you f***ed <censored> us too . australians troops were cannon fodder in <allcaps> wwi </allcaps> for the british empire , remember gallipoli ?	1
well let us put it this way . i really like playing baseball . so i put in a law that says everyone has to play baseball unless they are in a position where it will threaten their life . since it ' s such a wonderful thing no one should have any problem with a law passed , right ?	0
it ' s been reported in the telegraph as well as several other news outlets . want to slander them as well or do you want to try to disprove their story based on its content . i suggest the former , because the university has already confirmed the authenticity of the e - mails and documents . emoticonxrolleyes	0
so somebody try and tell us , that with stuff like this going on , that america still needs to overhaul its gun laws to bring them more in line with those of mexico .	1
well , i have personally measured the gravitational pull of a ball of lead about 5 cm in diameter . are you suggesting that angels push the planets around ? that was the leading theory before newton .	0
. <repeated> that is on every single one of his posts ? still going to claim you read other peoples stuff properly ?	1
just curious , is it beyond you to make a post that includes common sense and logic ? i am thinking it is since all of you posts seem to be based on rhetoric and emotion . three paragraphs and all of them contain a falsehood / lie , congrats your batting 1.000 .	0
i can not believe he used that on me . just goes to show that he will mimic not only preachers but any one else that he thinks will make him look good at the time . ez why do not you stop this ? <repeated> people will actually converse with and discuss things that you feel are important if you would only think for yourself . forget the dogma , . <repeated> forget the spoon feed interpetations of a dusty old book and think for yourself . people will actually begin to take you seriously .	1
well regulated as in the second amendment does not mean regulated by the government , it means well equiped and prepared . the framers of the constitution often spoke of a tyrannical government and how to keep one from coming to power , so why in the hell would they have said lets just give the government total control of guns . your definition of well regulated makes about as much sense as adding another day to the week .	0
just to let you know you are welcome to come back and debate islam , do not hurry , you have a lot of reading to catch up on . emoticonxhoho emoticonxlove	1
which , we suppose , in your mind releases the sperm donor of any responsibility whatsoever , right ? is not it interesting that your solution for the abortion issue demands that women deny their sexuality while permitting men to run the gamut of theirs . does this attitude , of which you are not the only proponent , stem from a hatred or a fear of women ?	0
having politicians monitor their ethics is much like having the mafia monitor crime .	1
it can not come up with evidence if it ' s suppressed from future generations . until you can show that happenstance origins are science , you have no basis to declare that intelligent design is not science . i agree that i have not shown how id has a potential advantage to the political corruptness of today ' s scientific community , but i have shown it ' s potential advantage to our society . i have shown how thinking is involved with it , the type of thinking involved in any school class involving philosophy , which you said science classes should have .	0
no surprise there . you would have to invest some thought to define something . why do not you just consult your little golden dictionary ?	1
therefore you accept that the republican party almost as a whole is " grade <allcaps> a usda </allcaps> approved liberalism . " about time you did .	1
i think in the mind of a psychopath with boundary issues , what the woman was wearing , or where she was at does not matter at all . how do you explain people who get raped in their homes ? how about people who are not dressing slutty , they are just having a drink with a friend , but that friend turns out to have a darkside ? i really hope you are joking though .	0
this makes more sense then anything else i have heard on this thread .	0
no , it ' s one of those rare instances in which <allcaps> you </allcaps> are on the right side of an issue . <tong> <wink>	1
and i am a clump of human cell with shoes on . <repeated> what is your point ? no . you seem to refuse the idea that ' human ' as a noun is used to describe a human being meaning the entity as a whole and not the individual cells that make it up . i am sorry you do not understand this but the word means what it means . i find it odd that you even care what you call a fetus anyway . your sperm is a human now ? you should invest in a biology book .	1
let us establish a campaign to search for the hypocrisy of people who call themselves pro - life yet find nothing wrong with killing a grown human being .	1
well can you point to an instance , either in canada or the united kingdom , where the government mandated firearm registries have been instrumental in solving any number of vicious and felonious crimes ? i am not talking about catching people who let their registration lapse , or those who told their spouses about the location of their gun locker keys , i am talking about serious crimes like murder and robbery and others . can you provide us with any evidence that would point to how the registries have helped solve any such happenings ?	0
he wasn ' t trying to . shooterandproud may be an unreasonable gun nut , but he accepts evolution .	1
yeah , but it ' s the nytimes . and it ' s an editorial . two things that , together , make a pungent recipe for a nice dish of bias .	1
but behind that are deeper , more fundamental issues about what homosexuality is and the morality of it . to many people who view homoseuxality as immoral , your movement seems to be trying to write immorality into law .	0
i think an open mind is the best thing to have when it comes to theories . i think there is some truth in everything .	0
let us see if i understand you correctly , because i think you may be on to something incredibly insightful . let us see , the island with males and females , uh , can reproduce , and , . <repeated> uh , eureka , i have got it ! <repeated> you need a male and female to sexually reproduce ! <repeated> that ' s ingenious ! <repeated> you are brilliant , cool spot ! <repeated> you are forgetting one thing . the island without the gay guys would not be nearly as fabulous .	1
gun writer jeff snider point out . obama : no <allcaps> awb </allcaps> for now ?	0
you do have a problem with this person defending himself or you would not be attacking him . fear made him do this . the fear was created in him by the buglers . you want unarmed passengers to attack armed terrorists on airplanes , but you have a problem with a home owner killing buglers .	0
nobody should be forced to even have a sonagram . i think that you will find reasonable pro - life and pro - abortion people believe that much .	0
i am still waiting for you to tell me why the gay priests only molested boys . <repeated> it has to do with how they are physically contructed . <repeated>	1
i thought that the most commonly accepted date for the alleged birth of jesus was in 4 b.c. assuming the current calendar really were keyed on the birth of christ , how could christ have been born before christ ?	1
as a gun owner i am also a property owner . or are you denying that guns are property ?	0
hmm <elongated> , well then , god must be unrighteous since we " evil atheists " - and tons of other evil people - have not been eliminated . what happened to righteousness <allcaps> necessitating </allcaps> the elimination of evil by killing humans ? <repeated> well ? <repeated> i guess that in addition to being unethical and easily manipulated , your god is also terribly inconsistent .	1
i love how your sources never support your point . well , i wasn ' t able to find out about the rebellions of christianity from your source , but it did show some positive points , so i guess that was good .	1
so what you are saying is that the actual purpose of prison is to be raped in the shower by some 400 pound guy called betty ? or brutalised by a guard with an inferiority complex . <repeated> and these do not strike you as cruel and unusual ?	1
yeah , renaissance right back to the dark ages , that is what you a holes did the last time you were in charge .	1
contribute ? oh please . <repeated> take your crying act somewhere else . like i said no one is buying your bull anymore . <repeated>	1
steve <elongated> ? do yourself a favor and stop fantasizing about my opinion , ' mmkay ? i do not believe you are like that . this junk you do where you refuse to address what <allcaps> i do </allcaps> say and make up strawman arguments gets you nowhere . <repeated> i understand you are getting angry , but <allcaps> you </allcaps> are <allcaps> making yourself </allcaps> angry over a position i do not have . <repeated> let me repeat that . hopefully it will sink in ? <allcaps> you </allcaps> are <allcaps> making yourself </allcaps> angry over a position i do not have . <repeated> with that said , i return you to your delusions . <repeated>	1
so if you quoted ted kennedy when he said to his wife in an event that wasn ' t even publicized " good morning , sweetie " , that would be an answer ?	1
you know that what you call " immoralism " is my life . why do you hate me so much that you would be willing to deny my the happiness that you take forgranted and as your due ? you do not even know me yet you are willing to defame me just because i am different from you . i do not understand how i am running over you by living my life openly and wanting the same thing as you the right to consider whom i choose to be my family . if you have an opinion about gay rights thats fine . if you want to deny me the same rights , as you take for granted , because of your opinion and beliefs though laws then that is bigotry .	0
to force women to have babys that they dont even want is even more " preposterous " .	0
i ' d argue that the woman wants to control who lives or dies . that ' s scarier to me . emoticonxrolleyes	1
exactly , they are big on condeming the sins of those other guys . it makes them feel better about themselves . also , it is always a good idea to have a vitriolic campaign about something that will never change so they will always have an enemy - homos are not going to disappear , abortion will never be made illegal . that ' s how the religious right recruits folks - get ' em all indignant about the " others " and they never notice they are being fleeced by the fat little pastor .	1
none . <repeated> unless she uses abortion as a form of birth control and has them regularly .	1
addition works in the intangible as well . 1 minute + 1 minute = 2 minutes . 1 idea + 1 idea = 2 ideas . the concept of quantity is not limited to matter . if there was just a vaccous void were absolutely nothing was happening , then there would be no application of logic . but even that in itself would be logical . nothing + nothing = nothing is logical . it would actually be logical if a void with nothing added to it result in something . so even in a void , logic still prevails	0
cars are a privilege , your gun is not . show me evidence that would support the registration of your first amendment rights being constitutional .	0
obviously that is the case . we cannot simply say that a certain god exists and have it be so .	0
yes . your point ? have you ? as poor a typist as i am , and as full of mis - spellings as most of my posts are that is the best you can do ? i must be slipping .	1
i love it how you every time someone disagrees with you , you call it ' attacking ' <sad>	1
actually , one . after the adoptions years ago , we hit the financial slump and had a suprise . <repeated> the costs will extremely low . i have also been in discussion with numerous friends who have delivered , same story . somehow , no matter how there is no money and no help , babies get born . and as i have said , there are plenty of organizations that will cover all costs finacially in cases of adoption .	0
and have a child with a terminal disease and watch them most likely die slowly because of my " soul mate . " yeah . i am thinking if they are willing to make me go through that they are not a soul mate at all . >_>	1
nice thought . a pity you did not live in the third reich . emoticonxfrazzled if they were captured in the battlefield then they should be treated according to the geneva convention . and if they were found in a hole then why did you remove from there ? and please tell us of the ' intelligence ' they supplied the only ' intelligence ' they supplied was to be used in how to perfect techniques in torturing in which medical doctors participated just as the doctors in nazi germany . doctors are creepy .	1
many of the gun hating crowd also own guns . it ' s the elitism belief , that they are superior to all humans and thus deserve to be armed , while everyone else in the world should be unarmed and bow before them as if they are gods .	0
you would not celebrate osama being out of the picture ? maybe not throw a party , but a not even a simple " yippee ! " ? yeah , right . what a load .	1
welcome back peterv . we now have self defense laws from 3 different states posted in this thread . is there one you approve of more than the others , or perhaps you have a different view altogether you would like to share with us ? please feel free to enter the discussion .	0
if substantial should not be a percentage , how should it be quantified ? how would you determine whether or not their prop 8 efforts were a substantial portion of their activities ? and yes , as the law is currently written , it does matter how large the church is . i would suggest that those that do not like it lobby to get it changed .	0
most certainly . the fact that you think that it is unnecessary only underlines your ignorance . why do not you discuss beetle lungs for us . those are organs necessary for the survival of both bears and cheetahs . how about livers . same story . thyroid ? pituitary ? pancreas ? go for it .	1
either a gross misunderstanding or a gross misrepresentation of evolutionary theory .	0
your use of the word " replace " reveals your ignorance of evolution .	0
yeah yeah whatever and there are gay catholics also . the point is that the vast majority of baptists are the < term that has been banned >	1
and sotomayor argued that the american people have absolutely no right to defend themselves . what ' s your point ?	1
to say nothing of the possible threats to people ' s safety , if not actual acts of violence .	0
ya it ' s true , it was pretty hilarious . i am just surprised he only got 7 days and a $1,000 fine . it is only single a minor leagues , but that was rediculous .	0
pro - choice is a sexist concept . it only applies to women . pro - choice does not give you much of a choice . it sounds like what you are saying is that anything that has to do with only one gender , is sexist . if not , please clarify . pro choice does give you a choice . you can either continue the pregnancy , or seek an abortion . the pro life argument eliminates abortion and mandates that you continue the pregnancy ( barring rape , etc ) . if you are joking , then ignore this .	0
v.p.c. once again i am shocked and awed . why no mention of our fearless atf ' sand the agents they caused to be killed . and all the mexican citizens they have caused to be killed ? oh wait if the vpc did that it would be kinda like jumping outta bed with your partner . <allcaps> special note </allcaps> : some <allcaps> atf </allcaps> agents are fearless . drug war victims drug warrantthese are a few of the one known about . it works both way ' s brady and more our way much more .	1
more heretical misinformation from dear old cap0 . ' zionism is racism ' - a dead issue	1
you have any examples of that ? shooting people for throwing rocks and eggs at houses that is .	0
is north korea a bastion of peace and good - living ? nope . is it religious ? nope . therefore obstacles to ' peace ' do not necessarily have to be tied in with religiosity . hope that ' s spelt out enough for you . try to keep up .	1
but let me guess . <repeated> if they step down <allcaps> right </allcaps> after they find they will have to issue to gay couples , you ' d be in favor of them being able to be sued for it , simply because the " discrimination " in such an event was toward gays ? right ? at least if you are consistent with your stance elsewhere in regards to ' timing ' . <repeated> emoticonxrolleyesanyway , aside from that inconsistency with your position elsewhere , i agree that county officials should need to comply . after all , there are probably <allcaps> other </allcaps> examples whereby county officials have to do things that they are religiously against , such as issue divorce papers . or marry some drunk couple that they know are not really being serious even though they are tying the knot . <repeated> if all county officials could just refuse to do their job because of their objections - - for <allcaps> whatever </allcaps> reasons - - it would be a collosal mess .	0
actually both are relative in every situation . especially " the truth " as espoused by religious fundamentalists such as yourself , as there are as many different versions of the truth as there religious fundamentalists .	0
this statement is wrong . people from hundreds of years before jesus was born prophesied that a baby would be born , in bethlehem , of a virgin . there were over 50 more prophesies that were made about his life , and the sacrafice he made to pay for the sins of man , and the bigest one of all . <repeated> he completely fufilled scripture when he rose from the dead . these men were inspired by jesus , god , how can you argue that he is not the christ ? the odds of one man filling all the prophesies is impossible . and these scriptures have been unchanged for the past 2000 - 2500 approx years ! thats proof for me that jesus existed and that he is god . pm me if you like .	0
i think that is true of so many things . wanna screw something up royal ? - - add humans . i heard once that a gallon ( or maybe is was a barrel ) of coca cola ( syrup ) is more expensive than the same amount of oil . things that make you go hmm <elongated> .	1
hello , ungerdunn . hmm . it is possible that i will be living in oklahoma in 2006 . how easy is it to get to houston from there ? i was a peace corps volunteer in tanzania . one of my biggest regrests is that i never made it to olduvai gorge . it would have been interesting to pay a visit to the ancestral homeland !	0
because gc hears things all woggly . the message from god is for shepherds to tend to ignorant , mindless sheep . but , with dope - smoker ears , and american ignorance it translates into a cowboy . <repeated> who rustles cattle . <repeated> and heads them to a quick slaughter . it ' s like , when the anti - chist makes his appearance , i will be gods slaughterman . effectively and efficiently removing tru - believahs from the world . <repeated> cause god forgot some in his rapture thingy ( i forget how the logic of these events is supposed to play out . <repeated> ) um <elongated> . <repeated> are not we overdue for that bloke to return already ? i am getting antsy for the 2 nd coming and all the excitement that leads up to that glorious event . think holding my breath will make it happen any sooner ?	1
no , there really are not . as for robertson , why do you think i said he was right ( as in global warming is happening and we are largely responsible ) by sheer luck ?	0
another question that shouild be answered is . . . if the bible says that noah and a few members of his family were the only ones to survive this ' global ' flood , how come there are so many other accounts of others surviving a flood ? did god miss the target ( that being the whole of humanity ) ? genesis 6:13 ( new international version ) 13 so god said to noah , ' i am going to put an end to all people , for the earth is filled with violence because of them . i am surely going to destroy both them and the earth . presumably he also knew from the beginning of time that he was going to make this great big # # # # - up . how embarrassing !	1
whether a fetus is a person is not something open to consideration . an apple is not an orange . the reason that we have two words to apply as labels is simply because they absolutely are not the same thing . it is that simple . suppose that a fetus is frozen and implanted in a female 22 years later . is it of legal drinking age at birth ? obviously not . we currently have the technology to actually do this .	0
i was awake , just not on at the time you posted this . high school starts way <elongated> to early . anyway , i am surprised at how many people post while i am asleep ( around 11:30 - 5:30 est )	0
i am not familiar with the book , so can not comment upon it first hand . however <url> appears to have a detailed critique of the book and may be of interest to you too . as i say i have not read the original so cannot judge the quality of the link i am supplying , so apologies in advance if it grossly misrepresents mr well ' s case .	0
i guess it ' s okay to lie for jesus just so long as he ain ' t intently watching .	1
yet everything in that site is cited with sources such as cnn and what not . i understnad the florida right to life is not credible to our discussion ( as they are not neutral ) however the things they cite are . <repeated> and that is what you should look at . so murder is a subjective term now . <repeated> i laugh at that . your point was what again ? they fact that vor did not prove his case and never does ? i do not understand . <repeated> however , maybe if you looked at the sources on that site you would see that it is in the upper 90% s ( however this is clinical abortions . <repeated> not underground ones ) .	0
i suppose piltdown man was the product of newspapers , cute indeed !	1
why do you assume the poster did not use birth control ? they said nothing about birth control ; only a statement on being pregnant and having an abortion . also , why do you make any assumptions about suffering ? according to the poster , suffering was avoided . condoms are not 100% effective . a childhood friend ' s younger sibling was the product of a failed condom , among other factors . nine months and nine weeks are completely different .	0
when you are menstruating , do you make sure you do not touch anyone so that you do not make them " unclean " ? if not , you better start .	1
except , of course , the evidence is totally against that . plus , there is the little matter of infant mortality . <repeated> and lack of resources . but hey , do not let common sense and evidence stop you .	1
does any part of the theory of evolution give an accounting of how we transitioned from quadruped movements of the ape to biped ?	0
you know , i am astonished at the fact that during an osce conference on combating discrimination and promoting mutual respect and understanding that took place in bucharest early in june , the attendees discussed all sort of things except the flagrant current situation in poland this country gains the lead among european countries in violation of human rights in terms of anti - semitism , racism , hatred to moslems , xenophobia , homophobia , and discrimination against hiv - positive persons . this fact was evinced in poland ' s country report on human rights practices - 2006 released by us department bureau of democracy , human rights , and labor . here i present you part of the report that has relevance to the subject . to put it short , there are quite a lot of people in poland who suffer persecution jews , non - europeans ( arabs , moslems , africans , roma ) , persons of alternative sexuality and hiv - positive persons .	0
so , this statement is from a ' law center ' that is dedicated to defend the religious freedom for christians . yet , this is not about ' religion ' . why do i find that hypocritical .	0
yeah ! its a benefit to be able to do a thing like that . i am amazed that we have come so far in technology and science , but i think there is a line of what we can offer people . its not like they are gonna chose whether they want to have an egg or a bagel for breakfast .	0
that who knows ? your use of " we " does not include many religious folk i assume . i would claim to know of much interaction that god has and has had with the world .	0
how many suicide bombers have you herard of wearing a cross ? you are assertion is absurd . <repeated> as usual .	1
<allcaps> wow </allcaps> are we seeing the softer , gentiler jyoshu ? your snoopy avatar must be afecting you <happy> <tong>	1
a tenth grade education ? why am i not surprised . that explains why you swallow this evo dung , because it makes you feel smart and enlightened . it is the most popular form of intellectual masturbation for the uninformed and pseudo intellectual today ; not to mention the religion of the natural man . and here ' s a clue for you buddy , do not believe everything you read on the internet . try using common sense before swallowing this tripe and if you want to exercise your common sense muscle , go back and reread all of my posts and try to answer all of my questions objectively . you know , those questions that you and every one of your compadres have completely ignored and not attempted to directly answer at all .	1
butwhat of the fetus / babies that were wanted by daddy but not by mummy what does termination stop then ?	0
and it seems that the only thing that repulses you is religion . curious . <repeated> emoticonxrolleyes	1
there are precious few areas on the planet that have not been explored . those that have not would not support the kinds of life we are talking about . there is no evidence of any interim species of apes and humans . not one shred . those items in the fossil record that are claimed as possibles are only possibles , are dubious at best , and are extremely rare . a recent study also showed that most characteristics of supposed alternate species of hominids were well within the variation seen in current homo sapiens . the point i was making is that if they existed we would see them .	0
how else should it be done ? it is a constiturionally protected right . to eliminate that right , the constitutional protection must be removed first , is the removal itself , becomes unconstitutional .	0
strawman . the argument is not to do whatever one wishes with ones body . the argument is soley that one does not have to have another attached , ever , against ones will .	0
islam is no more built on hate , burder and death than christianity is . do i have to remind you of the inquisition , the holy land wars , the witch burnings , etc ? . <repeated> if you try to claim that what some islamic people have done represents the whole religion , then i can do the same with those things that i listed , only for the christian faith . and do not even get started again on satan being a fallen angel - yes , we know about your beliefs that angels do not have free will , and yet rebelled against god , so we do not need to go into any more of that garbage .	0
are you trying to say that people of faith cannot tell the difference between myth and reality ? i am actually confused by this sentence .	0
that ' s is ridiculously poor logic . simply becuase the church makes mistakes does not mean it ' s incorrect in all other charges . the us government is <allcaps> way </allcaps> more corrupt than the catholic church , and yet we obey every god - damned thing big brother makes us do .	0
quite frankly , you do not know squat about me . so stop trying to pretend you do . i have gone on record to say i think christianity does a lot of good in the world . i have even tried to correct matthew in his anti - christian tirades . ( until i gave up realizing it would do no good . <repeated> emoticonxfrazzled ) i hate to break it to you , but the <allcaps> world </allcaps> typically functions with people putting out negative news . you hear about how joe <allcaps> x <elongated> </allcaps> broke the law . do you ever hear about how johnny atlas keeps the law ? emoticonxfrazzled	0
you mean you do not think you have your own made - up religion ? <repeated> how interesting ! do you really think you are fooling god ? or us ? <repeated> or even yourself ? <repeated>	1
i must agree with sarge about the homophone , could that be why mr . obama appears to stand tall from your view ? emoticonxcensored	1
because the judges president bush nominates are strict constructionist . they interpret the law not make it . <repeated> that is the worse nightmare for a liberal or a gay who depend on judges to over rule the vote of the people . <repeated> they can not win at the ballot box so they think they can win in the courts . <repeated> it will not happen . get use to it . <repeated>	0
they are the people who dont get their boilers serviced regularly <happy>	1
quite true . i guess those are pretty useless . i suppose his noodly appendage works in mysterious ways .	1
oh yes yes . <repeated> never mind the thousands of lives destroyed , the shame , the guilt , the anger , the fear and all the while perhaps being in a combat zone and having that stress . <repeated> never mind the hundreds of millions wasted retraining new people because we kicked out perfectly able people because of their sexuality . <repeated> all you can do is sit here and spew non threatening bunk to try and scare people and make your bigotry somewhat tangible to your warped mind . <repeated>	1
which ones ? ineffective how ? i ' d guess the laws were not struck down simply because too many people broke them .	1
actually i did not even read it ( and doubt i ever will ) . do not get all worked up over it .	0
it ' s still not right for religious people to have to never speak their beliefs . it ' s a form of tyranny .	0
but that is how creationism works - half truth . evolution is a theory but do not make it quite clear that in science the word theory does not mean half - assed guess , as it does in creationism . check out that little piece of * * * * that was added to the bottom of the patterns of cumulative change paragraph on page 7 . that is pure <allcaps> yec </allcaps> . and you are not a <allcaps> yec </allcaps> ?	1
the <allcaps> vast </allcaps> majority of abortions are performed within the first trimester . when they are performed in the second trimester it ' s a serious procedure for the mother to go through , and is something she obviously would not go into lightly . her reasons for choosing an abortion as late as that would have to far outweigh anything else , and she would need consent from two doctors to go ahead with it . basically what i am trying to say is something like the foetus being developed enough to feel pain would not change the mind of a woman who had just found out she was pregnant and she ' d been raped , or was going through something you can not understand . for an abortion that late she ' d have to deliver the foetus anyway , which is traumatising enough .	0
and think of what other animals have built ( and for an actual purpose ) . take a look at a bee hive . it ' s so complex and so perfect for them . they built that . an ant hill is at least 20 times the size of an ant . that ' s 120 feet for us ( for a 6 foot person ) .	0
one should not assume ignorance on the part of creationists . that is a mistake that too many evolutionists make . in the real world , we have people willing to say things they already know is not true . why should creationists be any different ? after all , they are people , too . but rather than accept that fact , evolutionists argue that creationists are ignorant of a subject when , in reality , they ( creationists ) were simply telling lies .	0
so what is your point ? are you claiming that the tenets of christianity are in doubt because the several thousand denominations hold contradictory views ? science proceeds by challenges and contradictions . contradiction in science is not evidence of doubt but evidence of a field of advance . in religion , it is without question , a matter of the veracity of the ultimate truth . which of the thousands of christian faiths hold the truth ?	0
but on the other hand , genesis is not a scientific document . no wonder . why would a bronze age nomad from the levant be aware of at least 3 tailless species of primates , or even the tailed primates from africa , south america , and even madigascar . if they are not mentioned in the bible , do they exist ?	1
exactly . most people would incorporate it , from childhood most often . steve <elongated> can not seem to wrap his mind around that .	0
and then you can go pat yourself on the back and pretend it ' s all better . i hope your personal comfort level will be worth the havoc that will be brought upon the lives of women .	1
